id,title,text
100004163,Isla Magdalena National Park,Chile
1997,Sete,France
1672,Port Stanley,Falkland Islands (Malvinas)
100004942,Macquarie Island,Australia
100004808,Morehead City,United States of America
100004787,Murik Lakes,Papua New Guinea
1228,Marseille,France
100003291,Port Louis,Mauritius
100004727,"Lumalihe Island, Marovo Lagoon",Solomon Islands
100004930,Port Mary,Solomon Islands
100004450,MARINA SMIR,Morocco
100004910,Missool Island,Indonesia
1397,New Orleans,United States of America
100004978,Namibe,Angola
1207,Manta,Ecuador
100004661,Montanas Fjord,Chile
100004707,Matua Island,Russian Federation
100004478,Metlakatla (Alaska),United States of America
2917,Montreal,Canada
2918,Plymouth,Montserrat
100004229,Murmansk,Russian Federation
100004781,Mahajanga,Madagascar
1332,Muara,Brunei Darussalam
100004975,Mata-Utu,Wallis and Futuna Islands
100004214,Mangareva (Gambier Islands),French Polynesia
1312,Montevideo,Uruguay
100004479,Oak Bluffs,United States of America
100004712,Miyako-jima,Japan
100004211,Mageroya Island,Norway
1244,Mazatlan,Mexico
1358,Naha Okinawa,Japan
1093,Lautoka,Fiji
1374,Naples,Italy
100004232,Narsarsuaq (Kujalleq),Greenland
1377,Nassau (Paradise Island),Bahamas
100004283,Puerto Natales,Chile
100003475,Nafplion,Greece
1382,Nawiliwili,United States of America
100004693,Natalia Bay,Russian Federation
100003478,Newcastle,United Kingdom
1413,Nice,France
100004466,"Neiafu, Vava'u Group",Tonga
100004243,New Mangalore,India
2924,Nesebar,Bulgaria
1440,"Nuku'alofa, Tongatapu",Tonga
100004623,Anegada,British Virgin Islands
100004231,Nagoya,Japan
1356,Nagasaki,Japan
100004913,Ngulu Atoll,Fed States of Micronesia
1410,Nha Trang,Vietnam
1928,San Juan del Sur,Nicaragua
100004245,Niebla,Chile
100004625,New Island,Falkland Islands (Malvinas)
100004246,Nightingale Island,St Helena
100004392,Nanjing,China
100004895,Nikolskoye,Russian Federation
1378,Natal,Brazil
100004729,Santa Ana,Solomon Islands
100004611,Nanook Harbour,Canada
100004248,Nosy Be,Madagascar
1434,Noumea,New Caledonia
1373,Napier,New Zealand
2933,"Newport, Rhode Island",United States of America
100004247,Norfolk Islands,Australia
100004938,Nelson,New Zealand
100004166,Noss,United Kingdom
1369,Nantes,France
100004244,Newcastle,Australia
1444,"Ny Alesund / Spitsbergen, Norway",Norway
100004249,Nuku Hiva,French Polynesia
100004974,Nununono,Tokelau
100004920,Nukuoro,Fed States of Micronesia
1442,Nuuk (Godthab),Greenland
100004743,Narvik,Norway
100004698,Nokolsoye Village,Russian Federation
100004099,Cruising NY Alesund,Norway
1399,New York,United States of America
2944,Oban (Argyll),United Kingdom
100004608,Scoresby Sund,Greenland
1454,Ocho Rios,Jamaica
1457,Odessa,Ukraine
100004859,Okhotsk,Russian Federation
10005445,"Otter Cove, Unimak Island",United States of America
100004250,"Olbia, Sardinia",Italy
1468,Olden,Norway
100004896,Olga Bay,Russian Federation
100004251,Olhahali,Maldives
100004689,Nome,United States of America
100004988,Oil Nut Bay,British Virgin Islands
100004864,"Onekotan Island, Kuril Islands, Russia",Russian Federation
100004740,Opoa,French Polynesia
100004613,Opingivik,Canada
2945,Oporto (Leixões),Portugal
100002967,Norfolk,United States of America
100003400,Cork,Ireland
100004918,Oroluk Atoll,Fed States of Micronesia
1484,Osaka,Japan
1487,Oslo,Norway
100004257,Osa Peninsula,Costa Rica
2946,Oostende,Belgium
1490,Otaru,Japan
100004256,Ornskoldsvik,Sweden
100004259,Oye,Norway
100003984,Paraty,Brazil
100004263,Pare Pare,Indonesia
100004260,Paita,Peru
1504,Palamos,Spain
2462,Panama Canal Transit,Panama
100004414,Paros,Greece
1539,Patmos,Greece
100004912,Palau Archipelago,Palau
100004272,Porto Belo,Brazil
3127,Palm Beach,United States of America
100004574,Port aux Basques,Canada
100004694,Peter Bay,Russian Federation
1731,Puerto Chacabuco,Chile
2756,Dunedin (Port Chalmers),New Zealand
100004805,Madalena,Portugal
100004164,Isla Pan de Azúcar,Chile
100003070,Tanah Ampo,Indonesia
100004671,"Pond Inlet, Nunavut",Canada
100003482,Ponta Delgada (Sao Miguel Island),Portugal
100003985,Punta del Este,Uruguay
100004281,Puerto del Rosario,Spain
2976,Port Douglas,Australia
1695,Porto Empedocle,Italy
1545,"George Town, Penang",Malaysia
1553,Peterhead (Aberdeen),United Kingdom
100004717,Pagan,Northern Marianas
100004273,Porto Grande,Cape Verde
3063,Philipsburg,Netherlands Antilles
1555,Philadelphia,United States of America
1559,Picton,New Zealand
1531,Parintins,Brazil
100004973,Phoenix Islands Protected Area,Kiribati
2968,Athens (Piraeus),Greece
100004266,Pisco,Peru
2966,Petropavlovsk Kamchatsky,Russian Federation
100004262,Paracas,Peru
2970,Playa del Carmen,Mexico
100004674,Prince Leopold Island,Canada
100003464,Puerto Limón,Costa Rica
100004675,Port Leopold,Canada
100004902,Pulau Tiga,Malaysia
100004268,"POLTU QUATU, SARDINIA",Italy
1570,Plymouth,United Kingdom
1608,Port Elizabeth,South Africa
100004775,Pembroke,United Kingdom
1747,Puerto Montt,Chile
100004586,Puerto Chiapas,Mexico
100004970,Pau Mao Bay,French Polynesia
1511,Palma de Mallorca,Spain
2950,"Palermo, Sicily",Italy
100004738,Palmerston Island,Cook Islands
1742,Puerto Madryn,Argentina
100004830,"Pink Beach, Komodo",Indonesia
100004825,Pointe Noire,Congo
100004927,Punawan Island,Papua New Guinea
100004264,Penzance,United Kingdom
1684,Portimão,Portugal
100003949,Pohnpei,Fed States of Micronesia
1637,Port Moresby,Papua New Guinea
100004531,Porto Novo,Cape Verde
100004277,Portsmouth,United Kingdom
1500,Pago Pago,American samoa
100004846,Palopo Sulawesi (Gateway for Tana Toraja),Indonesia
100004275,"Porto Praia, Cape Verde",Cape Verde
100004852,Puerto Princesa,Philippines
1524,Papeete (Tahiti),French Polynesia
100003459,Praia,Cape Verde
100004578,Probolinggo,Indonesia
100004388,Perce,Canada
100004600,Portsmouth,Dominica
100004278,Praslin,Seychelles
1716,Progreso (Mérida),Mexico
100003441,Porquerolles,France
2983,Portovenere (Cinqueterre),Italy
100004276,Portrush,United Kingdom
1668,Port Said,Egypt
100004652,Ponce,Puerto Rico
100004435,Positano,Italy
100004838,Stanley Island,Australia
1597,Port Antonio,Jamaica
2969,Adamstown (Pitcairn Island),Pitcairn Island
1703,Portofino,Italy
100004270,Port Lincoln,Australia
1575,"Pointe-a-Pitre, French West Indies",French West Indies
1704,"Portree, Isle of Skye",United Kingdom
100004935,Pitt Island,New Zealand
100003292,Puerto Ordaz,Venezuela
1758,Pula,Croatia
1767,Puntarenas,Costa Rica
100004916,Pulap,Fed States of Micronesia
1763,Punta Arenas,Chile
100004284,Puerto Quepos,Costa Rica
100004833,Pulau Suanggi,Indonesia
1677,Port Vendres,France
1755,Puerto Vallarta,Mexico
100004690,Provideniya,Russian Federation
100004897,Petrov & Zakatnaya,Russian Federation
100004285,Puerto Williams,Chile
1686,Portland,United States of America
100004460,Porto Santo,Portugal
3004,Pylos,Greece
1768,Qaqortoq (Julianehåb),Greenland
100004288,Qeqertarsuaq,Greenland
100004311,Siracusa (Sicily),Italy
100004289,Qilaqitsoq,Greenland
1771,Qingdao,China
2906,Marmaris,Turkey
1752,Puerto Quetzal,Guatemala
100004538,Quiberon,France
100004565,Trollfjorden,Norway
100004923,Rabaul,Papua New Guinea
100004956,Kosrae,Fed States of Micronesia
100004291,Ramea Islands,Canada
3005,Rangiroa,French Polynesia
1794,Rarotonga,Cook Islands
1805,Ravenna,Italy
100004451,Rabat,Morocco
100004295,Robinson Crusoe Island,Chile
100004499,RACE 1,At sea
100004500,RACE 2,At sea
100004502,RACE 3,At sea
100004503,RACE 4,At sea
100004504,RACE 5,At sea
1822,Richards Bay,South Africa
100004677,Resolute,Canada
1806,Recife,Brazil
1815,Reykjavik,Iceland
100004415,Rethymnon (Island of Crete),Greece
1785,Raiatea,French Polynesia
100004364,Yangon,Myanmar (former Burma)
1816,Rhodes,Greece
100004294,Rio Grande do Sul,Brazil
1830,Rio de Janeiro,Brazil
1826,Riga,Latvia
100003939,Rostock,Germany
100003297,Rimini,Italy
100004053,Cork (Ringaskiddy),Ireland
100003088,Ronne,Denmark
100004732,Rano Island,Vanuatu
3008,Roatan Island,Honduras
100004459,Romblon Island,Philippines
1860,Roseau,Dominica
100004204,Los Roques,Venezuela
100004659,Koror,Palau
1863,Rosyth (Edinburgh),United Kingdom
100004296,Rouen,France
100004297,Rovinj,Croatia
100004315,Sorrento,Italy
1864,Rotterdam,Netherlands
100004298,Isle of Rum,United Kingdom
100004267,Pointe des Galets,Reunion
100004299,"Avera Bay (Rurutu, Austral Islands)",French Polynesia
100004742,Motu Vaiamanu Raivavae (Austral Islands),French Polynesia
100004290,"Mahanatoa, Raivavae (Austral Islands)",French Polynesia
100004551,Santo Antonio,Sao Tome and Principe
100004624,Saba,Netherlands Antilles
3097,Scarborough,Trinidad and Tobago
100003552,St Anthony (Newfoundland),Canada
1874,Safaga (Luxor),Egypt
1875,Safi,Morocco
100004444,Sakaiminato,Japan
1901,Salerno,Italy
10005883,Salem (Massachusetts),United States of America
1920,"San Diego, California",United States of America
100004386,Sao Francisco do Sul,Brazil
3014,Saipan,Northern Marianas
100004090,Cruise/Explore Saglek Fjord,Canada
100003068,Sarande,Albania
1960,Santos,Brazil
100004305,Saunders Island,Falkland Islands (Malvinas)
3029,Savannah,United States of America
100004510,Sanary,France
3022,Santa Barbara,United States of America
100004587,Sabang,Indonesia
100003313,"Gustavia, St. Barthelemy",French West Indies
100004368,Sibenik,Croatia
3019,San Blas Islands,Panama
100004300,San Sebastian (La Gomera),Spain
2333,Valparaiso,Chile
100004416,SCORPIO ISLAND,Greece
100004092,Cruise/Explore Baja Magdalena,Mexico
100004826,"San Cristóbal, San Cristóbal",Ecuador
100004979,Ship Cove,New Zealand
100004308,Sendai,Japan
1938,Sandakan (Sabah),Malaysia
100003530,Santo Domingo,Dominican Republic
100003052,Samana,Dominican Republic
100004841,"Sangliat Dol Village, Yamdena Island",Indonesia
1984,Seattle (Washington),United States of America
100004650,Sept-Iles,Canada
100004307,Sea Lion Island (Falklands),Falkland Islands (Malvinas)
1953,Santander,Spain
1999,Sevastopol,Ukraine
2676,"Seward (Anchorage, Alaska)",United States of America
2003,Seydisfjordur,Iceland
100004212,Mahe,Seychelles
100004323,Staffa,United Kingdom
100004173,Kangerlussuaq,Greenland
3021,San Francisco (California),United States of America
100004316,South Georgia,Georgia & Sandwich islands
3054,St George's,Bermuda
100004806,Selvagem Grande Island,Portugal
100004148,Ho Chi Minh City,Vietnam
3032,Semarang (Gateway for Borobodur),Indonesia
2052,Skagway (Alaska),United States of America
2006,Shanghai,China
100004443,Shimonoseki,Japan
3056,St Helier,Jersey
100004857,Shantar Islands,Russian Federation
100004309,Shuwaikh,Kuwait
100004306,SCOTIA SEA,At sea
100003311,Sihanoukville,Cambodia
100004870,Semidi,United States of America
100004310,Silhouette,Seychelles
2039,Singapore,
2040,Sinop,Turkey
2427,Yalta,Ukraine
100004703,Shumshu Island,Russian Federation
100004312,Sisimiut,Greenland
2046,Sitka (Alaska),United States of America
298,Cabo San Lucas (Bahia California Sur),Mexico
100003967,St John,United States Virgin Islands
1927,San Juan,United States of America
2051,Skagen,Denmark
2223,Thessaloniki,Greece
100004605,Skomer Island,United Kingdom
100004314,Skjoldungen,Greenland
100004313,Skarsvag (Nordkapp),Norway
1893,Salalah,Oman
100003119,Castries (St. Lucia),"St Lucia, West Indies"
1894,Salaverry,Peru
100004915,"Satawal, Yap",Fed States of Micronesia
100004877,St.Matthew Island (Alaska),United States of America
100004904,"Semporna, Malaysia",Malaysia
1949,Santa Marta,Colombia
100004819,San Antonio,Spain
100004876,St. Paul Island (Alaska),United States of America
1958,Santo Tomas,Guatemala
2066,Sochi,Russian Federation
100003005,Soufrière,"St Lucia, West Indies"
590,Flåm,Norway
100004597,Soller de Mallorca,Spain
100004914,"Sorol, Yap",Fed States of Micronesia
100004301,Sao Tome,Sao Tome and Principe
2083,Southampton,United Kingdom
1655,Port of Spain,Trinidad and Tobago
100004327,Supe,Peru
100004509,Port Stephens,Australia
100004848,Sipadan Island,Malaysia
2085,Split,Croatia
100004318,Spanish Town (Tour Drop Off),British Virgin Islands
100004319,Spanish Town,British Virgin Islands
100004302,Saqqaq,Greenland
100004317,South Orkneys,Georgia & Sandwich islands
100004303,Sark Island,United Kingdom
1906,Salvador de Bahia,Brazil
2010,Sharm el Sheik,Egypt
100004965,Asau,Samoa Islands
100004304,Sassnitz,Germany
100003448,Santa Cruz de La Palma (Canary Islands),Spain
100004325,Stewart Island,New Zealand
3055,St Helena,
1954,Santarém,Brazil
2123,Stockholm,Sweden
100004326,Stromness,United Kingdom
100004452,St Eustatius,Netherlands Antilles
100004648,Surabaya,Indonesia
2143,Suez Canal Transit,Egypt
100004076,Cruise Surtsey,Iceland
100004570,Sousse,Tunisia
2157,Suva,Fiji
100003573,Suez,Egypt
2115,Stavanger,Norway
100003989,Cruise/Explore Svalbard,Norway
100004604,St. David's,United Kingdom
100004795,Savusavu (Vanua Levu),Fiji
100004328,Svolvaer,Norway
100004813,St Mary's (Isles of Scilly),United Kingdom
100004966,Suwarrow,Cook Islands
2162,Sydney,Australia
100004329,Sylt,Germany
100003578,Symi,Greece
2127,Stornoway (Isle of Lewis),United Kingdom
100003969,Szczecin,Poland
100004801,Bohol,Philippines
100004733,Tanna,Vanuatu
2174,Takoradi,Ghana
2186,Tangier,Morocco
2193,Giardini Naxos (Sicily),Italy
2198,Tarragona,Spain
2199,Tartus,Syrian Arab Republic
10005872,Tual,Indonesia
100004336,Tobermory,United Kingdom
100004447,Tobruk,Libya
3089,Santa Cruz de Tenerife,Spain
100004340,Tristan da Cunha,St Helena
100004725,Tufi,Papua New Guinea
100004341,Trogir,Croatia
3092,Tórshavn (Faroe Islands),Faeroe Islands
100004322,St. Thomas,United States Virgin Islands
100004332,Thursday Island,Australia
100004901,Taketomi Island,Japan
100004947,Tikopia,Solomon Islands
100004197,London (Tilbury),United Kingdom
3094,Tinos,Greece
100004718,Tinian,Northern Marianas
100004710,Tyuleniy Island,Russian Federation
100004653,Trujillo,Honduras
100004968,Tarakan,Indonesia
100004334,Tikihau,French Polynesia
100004728,Tulagi,Solomon Islands
2178,Tallinn,Estonia
100004344,Tulum,Mexico
2257,Toulon,France
100004343,Tulear,Madagascar
100004579,Bali (Tanah Ampo),Indonesia
100004335,Toamasina,Madagascar
100004662,Tortel,Chile
2274,Tromsø,Norway
3099,Road Town,British Virgin Islands
3086,Tampa,United States of America
2249,Topolobampo,Mexico
3101,Trapani,Italy
2261,Trabzon,Turkey
2275,Trondheim (Trondelag),Norway
100004339,Treshnish Isles,United Kingdom
2202,Tauranga,New Zealand
2268,Trieste,Italy
100004714,Torishima,Japan
2270,Tripoli,Libya
100004745,Trois-Rivieres,Canada
100004851,Turtle Islands National Park,Malaysia
100004338,Tresco,United Kingdom
100004905,Tun Sarakan Marine Park,Malaysia
100004333,Tianjin (Beijing),China
2258,Townsville,Australia
100004941,The Snares,New Zealand
100004924,Tatau Island,Papua New Guinea
100004906,Ternate,Indonesia
100004342,Mataura,French Polynesia
100004686,Tuktoyaktuk,Canada
2286,Tunis,Tunisia
2289,Turku,Finland
2290,Tuticorin,India
1156,Travemunde,Germany
100004607,Tvoroyri,Faeroe Islands
100004345,Twillingate,Canada
100004847,"Tawau, Sabah",Malaysia
100004893,Tymlat (Kamchatka),Russian Federation
2243,Tokyo,Japan
100004347,Ulvik,Norway
100004609,Uunartoq Island,Greenland
100004668,Utria National Park (Nuqui Harbour),Colombia
100004667,Uramba National Park,Colombia
100004869,Unga Spit,United States of America
2309,Ushuaia,Argentina
987,Koh Samui,Thailand
100004437,"USTICA, ITALY",Italy
100004948,Utupua Island,Solomon Islands
100004348,Uumannaq,Greenland
100004943,Ulva Island,New Zealand
2316,Vaasa,Finland
2327,Valencia,Spain
2367,Visby (Gotland),Sweden
2345,Venice,Italy
100004803,Coron (Palawan),Philippines
2325,Valdez,United States of America
2478,"Porto-Vecchio, Corsica",France
100004353,Vestmannaeyjar,Iceland
100004670,Vega Archipelago,Norway
2358,Vigo (Galicia),Spain
100004557,Ad Dakhla,Morocco
100004356,Villefranche,France
100004357,Visakhapatnam,India
100004279,Prickly Pear (Virgin Gorda),British Virgin Islands
100004399,Vis,Croatia
2368,Vitoria,Brazil
100004355,Vigur Island,Iceland
100004892,Verkhoturov Island,Russian Federation
1679,Port Vila,Vanuatu
3116,Vancouver,Canada
2372,Volos,Greece
100004352,Vestmanna (Faroe Islands),Faeroe Islands
3121,Vladivostok,Russian Federation
2389,Waterford,Ireland
2394,Wellington,New Zealand
100004359,Wewak,Papua New Guinea
100004980,Whangaroa,New Zealand
100004362,Willis Islets,Australia
100004969,"Waikelo, West Sumba",Indonesia
100004617,Walrus Island,Canada
100004933,White Island,New Zealand
100004358,West Point Island,Falkland Islands (Malvinas)
100004363,Wrangell,United States of America
2383,Walvis Bay,Namibia
100004844,Wyndham,Australia
395,Christmas Island,Kiribati
2424,Xiamen,China
300,Cádiz,Spain
100004861,Yamskie Islands & Cape japon,Russian Federation
100005003,Yanaba Island,Papua New Guinea
100004949,Yap,Fed States of Micronesia
100004589,Saguenay (Quebec),Canada
100004681,Cambridge Bay,Canada
100004159,Iqaluit (Nunavut),Canada
100004067,"Îles-de-la-Madeleine, Quebec",Canada
100004679,Gjoa Haven,Canada
2804,Halifax,Canada
100004708,Yankicha Island,Russian Federation
434,Corner Brook (Newfoundland),Canada
100004881,Yanrakynnot,Russian Federation
2439,Yokohama (Tokyo),Japan
100004483,Yorktown,United States of America
1713,Prince Rupert (British Columbia),Canada
1775,Quebec City,Canada
3080,Sydney (Nova Scotia),Canada
100004839,York Island,Australia
100004685,Smoking Hills (Northwest Territories),Canada
100003314,Saint John,Canada
100004684,"Sachs Harbour, Northwest Territories",Canada
100004882,Yttygran Island,Russian Federation
374,Charlottetown (Prince Edward Island),Canada
2355,Victoria,Canada
100004618,Churchill,Canada
2101,St John's (Newfoundland),Canada
2444,Zadar,Croatia
100004890,Preobrazheniya & Achen Lagoon,Russian Federation
2448,Zanzibar,Tanzania
100004860,Talan Island & Zavyalov Island,Russian Federation
2450,Zeebrugge,Belgium
100004394,Zhangjiagang,China
100002980,Zihuatanejo,Mexico
1208,Manzanillo,Mexico
100004701,Zupanova River,Russian Federation
3134,Zakynthos,Greece
3125,Warnemunde (Rostock),Germany
100004997,Carambola Beach Resort,St Kitts and Nevis
100005057,Corinth Canal Transit,Greece
100004992,Cayo Lavantado,Dominican Republic
100004773,Cruise Peter Island at Sunset,British Virgin Islands
100005008,Deka Deka Island,Papua New Guinea
100005011,Glubokaya Bay,Russian Federation
100004984,Ijmuiden (Amsterdam),Netherlands
100004995,Kakaban Island,Indonesia
100004782,Lunga,United Kingdom
100004996,Lorino Village,Russian Federation
100005007,Mbike Island,Solomon Islands
100005004,Maré Island,New Caledonia
100005010,Myrina,Greece
100004991,Naturalist Island,Australia
100004822,"Nanaimo, British Columbia",Canada
100004990,"Princess Cay, Eleuthera",Bahamas
100005009,Paradise Lagoon,Vanuatu
100005001,Panapompom Island,Papua New Guinea
100005006,Roderick Bay,Solomon Islands
100004994,Souda Bay (Crete),Greece
100004515,Samarai,Papua New Guinea
100004993,Vanimo,Papua New Guinea
100005068,Alert Bay,Canada
100005074,Aomori,Japan
100005058,Cruise Esther Passage,United States of America
100005073,Cruise Frederick Sound,United States of America
100005065,Cruise Wrangell Narrows,United States of America
100005069,Cruise Johnstone Strait,Canada
100005062,Cruise Point Adolphus,United States of America
100005060,Elfin Cove,United States of America
100005072,Endicott Arm,United States of America
100005079,Hagi,Japan
100005066,Haida Gwaii,Canada
100005061,Inian Islands,United States of America
100005077,Pohang,"Korea, Republic of"
100005080,Miyajima Island,Japan
100005075,Noshiro,Japan
100005081,Okayama,Japan
100005064,Petersburg,United States of America
100005070,"Rudyerd Bay, Misty Fjords",United States of America
100005076,Sado Island,Japan
100005063,Sail Island,United States of America
100004599,Takamatsu,Japan
100005078,Ulsan,"Korea, Republic of"
100005071,Walker Cove,United States of America
100005059,Yakutat,United States of America
100005067,Klemtu,Canada
100005125,Teluk Alyui,Indonesia
100005126,Pulau Wayag,Indonesia
100004741,"Moto Iriru, Raiatea",French Polynesia
100005084,"Avonmouth, England",United Kingdom
100005050,Cesme,Turkey
100005086,Cruise NordFjord,Norway
100005052,Castellon,Spain
100005022,Rab,Croatia
100005023,Rijeka,Croatia
100005088,Rockland,United States of America
100005045,Roses,Spain
100005085,Shimizu,Japan
100005087,"Summerside, Prince Edward Island",Canada
100004518,Ullapool,United Kingdom
100004409,Wismar,Germany
100005221,Aldabra,Seychelles
100005168,Adele Island,New Zealand
100005196,Atka Island,United States of America
100005206,Bawal Island,Indonesia
100005229,Bogoslav Island,Russian Federation
100005199,Bathurst Island,Australia
100005205,Badas Islands,Indonesia
100005127,Balikpapan,Indonesia
100005191,Castle Bay (Alaska),United States of America
100005147,Cape Dyer,Canada
100004643,Cruise English Narrows,Chile
100005135,Chapoma Village,Russian Federation
100005187,Chichi-jima,Japan
100005194,Chagulak Island,United States of America
100005167,Cumberland Peninsula,Canada
100005174,"Colonia, Yap",Fed States of Micronesia
100005214,Elephant Beach,India
100005151,Evighedsfjord,Greenland
100005155,Fogo Island,Canada
100005157,Fox Harbour,Canada
100005184,Eicho Island,Australia
100005143,Gibbs Fjord (Nunavut),Canada
100005130,Gjesværstappan Islands,Norway
100004780,Galle,Sri Lanka
100005129,Gough Island,St Helena
100005220,Hithadhoo,Maldives
100005146,Isabella Bay (Nunavut),Canada
100005223,Ibo Island,Mozambique
100005156,Ingonish,Canada
100005139,Ittoqqortoormiit,Greenland
100005158,Inverness,Canada
100005200,Kabaena,Indonesia
100005218,Kuda Bandos,Maldives
100005150,Kangaamiut,Greenland
100005153,Kangiqsualujjuaq,Canada
100005138,Kirkenes,Norway
100005224,Kilwa Kisiwani,Tanzania
100005204,Kumai (Gateway for Camp Leakey),Indonesia
100005209,Ko Similan,Thailand
100005132,Kanin Peninsula,Russian Federation
100005210,Ko Phra Tong,Thailand
100005208,Ko Tarutao (Tarutao Marine Park),Thailand
100005211,Kawthaung,Myanmar (former Burma)
100005095,Lizard Island,Australia
100005159,Machala,Ecuador
100005212,Mergui Archipelago,Myanmar (former Burma)
100005219,Maalhaveli,Maldives
100005186,Maug Islands,Northern Marianas
100005141,Milne Inlet,Canada
100005137,Morzhovets Island,Russian Federation
100005222,Island of Mozambique,Mozambique
100005142,Navy Board Inlet,Canada
100005175,Ngerekebesang Island,Palau
100005213,Neil Island,India
100005170,New Plymouth,New Zealand
100005173,Mono Island,Solomon Islands
100005179,Pulau Gorong,Indonesia
100005202,Pasuruan,Indonesia
10006284,Pulau Momon,Indonesia
100005172,Pirumeri Island,Solomon Islands
100005178,Pulau Ayu,Indonesia
100005134,Pyalitsa Village,Russian Federation
100005169,Resolution Bay,New Zealand
100005154,Red Bay,Canada
100005216,Ross Island,India
100005197,Ribbon Reefs,Australia
100005215,South Cinque Island,India
100005131,Sem Islands,Russian Federation
100005144,Sam Ford Fjord (Nunavut),Canada
100005195,Seguam Island (Alaska),United States of America
100005133,Shoyna Village,Russian Federation
100005177,Sorong,Indonesia
100005128,Steeple Jason Island,Falkland Islands (Malvinas)
100005181,Selaru Island,Indonesia
100005203,Sumenep,Indonesia
100005176,Sonsorol Island,Palau
100005198,Seven Spirit Bay,Australia
100005160,Cruise Storfjord and Sunnylvsfjord,Norway
100005193,Shearwater,Canada
100005188,Tori-shima,Japan
100005201,Tanjung Wangi,Indonesia
100005171,Uepi Island,Solomon Islands
100005185,Ulithi Atoll,Fed States of Micronesia
100005140,Upernavik (Avannaata),Greenland
100005190,Unga Village,United States of America
100005192,Uyak Bay,United States of America
100005183,Victoria Settlement,Australia
100005180,Watubela Archipelago,Indonesia
100005182,Wurrumiyanga,Australia
100005217,Kirinda,Sri Lanka
100005136,Zayatski Island,Russian Federation
100004983,Fanna & Sonsorol Islands,Palau
100005233,Ko Adang,Thailand
100005234,Ko Rawi,Thailand
100005038,Syros,Greece
100005152,"Resolution Island, Nunavut",Canada
100005089,Le Marin,Martinique
100005207,Tioman Island,Malaysia
100005353,Cruise Cape Helles,Turkey
100005014,Lamotrek,Fed States of Micronesia
10005690,Sabtang,Philippines
100005355,Woleai Island,Fed States of Micronesia
100005354,Njari Island,Solomon Islands
100005366,Aniwa Island,Vanuatu
100005368,Rainbow Reef,Fiji
100005367,"Somosomo, Taveuni",Fiji
100005369,"Vanua Balavu, Lau Islands",Fiji
100005370,El Eden (Santa Cruz),Ecuador
100005371,Celukan Bawang (Bali),Indonesia
100005289,Gisborne,New Zealand
100005340,Sir Bani Yas,United Arab Emirates
100005328,Sevilla,Spain
100005375,Banda Aceh,Indonesia
100004572,Cruising Doubtful Sound,New Zealand
100005379,Frost Island,Myanmar (former Burma)
100005374,Belawan,Indonesia
100005376,Hastings Island,Myanmar (former Burma)
100005380,Henry Lawrence Island,India
100005381,Inglis Island,India
100005384,Jackson Bay,New Zealand
100005385,Kyunn Mee Gee,Myanmar (former Burma)
100005378,Kyunn Phi Lar,Myanmar (former Burma)
100005377,Kyunn Tann Shey,Myanmar (former Burma)
100005382,Paihia,New Zealand
100005383,Tarakohe,New Zealand
100005373,Wofoh Island,Indonesia
100005386,Alyui Bay,Indonesia
10005391,Imatra Bay,Russian Federation
10005393,"Pavel Bay, Natalii Bay",Russian Federation
10005392,Uznaya Bay,Russian Federation
10005394,Saint Andrew's by the Sea,Canada
100005387,Fredericia,Denmark
100005389,Ilhabela,Brazil
100004593,Liverpool,United Kingdom
1062,La Spezia,Italy
100005300,Bodø,Norway
100005388,Punta Cana,Dominican Republic
100004981,Porto Torres,Italy
100005106,Woody Point,Canada
10005417,Anano Island,Indonesia
10005451,Pulau Ai,Indonesia
10005416,Anak Krakatoa,Indonesia
100005299,Arendal,Norway
10005441,"Aghiyuk Island, Semedi Islands",United States of America
10005415,Cruise British Columbia Inside Passage,Canada
10005403,Cruise by Stac an Armin,United Kingdom
10005404,Cruise Bass Rock,United Kingdom
10005442,Baby Islands,United States of America
10005437,Bodulan Islands,Papua New Guinea
10005419,Belitung Islands,Indonesia
10005418,Bawemataluwo,Indonesia
10005395,Strait of Canso,Canada
10005428,Kolkata,India
10005410,Chittagong,Bangladesh
10005409,Charaputia,Bangladesh
100005231,Edgartown,United States of America
10005406,Flatey Island,Iceland
10005436,Uligamu Island,Maldives
100004723,Garove Island,Papua New Guinea
10005454,Hanifaru Bay,Maldives
10005443,High Island,United States of America
10005412,Hiron Point,Bangladesh
10005411,Harbaria,Bangladesh
10005408,Isle of May,United Kingdom
10005440,St.Joseph Atoll,Seychelles
10005431,Vizhinjam,India
10005420,Kokoila Island,Indonesia
10005413,Kokilmoni,Bangladesh
10005426,Ujung Kulon National Park,Indonesia
10005407,Latrabjarg Cliffs,Iceland
10005435,Olhugiri,Maldives
10005455,La Possession,Reunion
10005414,Maheskali,Bangladesh
10005450,Makura Island,Vanuatu
10005433,"Ampangorinana, Nosy Komba",Madagascar
100005226,Nosy Mangabe,Madagascar
10005453,Nosy Hara,Madagascar
10005421,Lomblem Reef,Indonesia
10005423,Padang (Sumatra),Indonesia
10005427,Garden Reach(Pilot Station),India
10005430,Sand Heads Pilot Station,India
10005429,Sagar Point(Pilot Station),India
10005449,Pavuvu Island,Solomon Islands
10005439,Aride Island,Seychelles
10005444,King Island,United States of America
10005446,"St George Island, Pribalof Islands",United States of America
10005438,Utashud Island,Russian Federation
100004422,Siglufjordur,Iceland
10005402,Port-en-Bessin,France
10005405,Saltee Islands,Ireland
